065	Alakazam	Foodin	091	041	022	–	104	–	–	Kadabra
066	Machop	Wanriky	142	073	040	–	–	057	–	Egg
067	Machoke	Goriky	143	074	041	–	–	058	–	Machop
068	Machamp	Kairiky	144	075	042	–	–	059	–	Machoke
069	Bellsprout	Madatsubomi	064	215	–	–	–	–	026	Egg
070	Weepinbell	Utsudon	065	216	–	–	–	–	027	Bellsprout
071	Victreebel	Utsubot	066	217	–	–	–	–	028	Weepinbell
072	Tentacool	Menokurage	164	066	136	–	–	025	–	Egg
073	Tentacruel	Dokukurage	165	067	137	–	–	026	–	Tentacool
074	Geodude	Ishitsubute	034	057	031	–	–	–	009	Egg
075	Graveler	Golone	035	058	032	–	–	–	010	Geodude
076	Golem	Golonya	036	059	033	–	–	–	011	Graveler
077	Ponyta	Ponyta	206	209	090	–	–	–	–	Egg
078	Rapidash	Gallop	207	210	091	–	–	–	–	Ponyta
079	Slowpoke	Yadon	080	235	–	–	–	133	–	Egg
080	Slowbro	Yadoran	081	236	–	–	–	134	–	Slowpoke
081	Magnemite	Coil	119	082	178	048	–	–	069	Egg
082	Magneton	Rarecoil	120	083	179	049	–	–	070	Magnemite
083	Farfetch'd	Kamonegi	160	224	–	–	061	–	–	Egg
084	Doduo	Dodo	204	092	–	–	094	–	–	Egg
085	Dodrio	Dodrio	205	093	–	–	095	–	–	Doduo
086	Seel	Pawou	178	–	–	265	–	–	–	Egg
087	Dewgong	Jugon	179	–	–	266	–	–	–	Seel
088	Grimer	Betbeter	117	106	–	064	–	–	–	Egg
089	Muk	Betbeton	118	107	–	065	–	–	–	Grimer
090	Shellder	Shellder	171	–	–	–	–	036	–	Egg
091	Cloyster	Parshen	172	–	–	–	–	037	–	Shellder
092	Gastly	Ghos	058	206	069	–	–	–	030	Egg
093	Haunter	Ghost	059	207	070	–	–	–	031	Gastly
094	Gengar	Gangar	060	208	071	–	–	–	032	Haunter
095	Onix	Iwark	062	226	034	071	–	053	–	Egg
096	Drowzee	Sleep	087	–	–	–	–	–	–	Egg
097	Hypno	Sleeper	088	–	–	–	–	–	–	Drowzee
098	Krabby	Crab	166	–	–	–	–	–	–	Egg
099	Kingler	Kingler	167	–	–	–	–	–	–	Krabby
100	Voltorb	Biriridama	121	084	226	–	–	–	072	Egg
101	Electrode	Marumine	122	085	227	–	–	–	073	Voltorb
102	Exeggcute	Tamatama	105	218	–	–	–	136	–	Egg
103	Exeggutor	Nassy	106	219	–	–	–	137	–	Exeggcute
104	Cubone	Karakara	208	220	–	–	–	060	–	Egg
105	Marowak	Garagara	209	221	–	–	–	061	–	Cubone
106	Hitmonlee	Sawamular	146	–	–	–	–	–	–	Tyrogue
107	Hitmonchan	Ebiwalar	147	–	–	–	–	–	–	Tyrogue
108	Lickitung	Beroringa	180	229	161	284	–	–	134	Egg
109	Koffing	Dogars	115	108	–	046	–	–	–	Egg
110	Weezing	Matadogas	116	109	–	047	–	–	–	Koffing
111	Rhyhorn	Sihorn	211	169	186	–	–	050	–	Egg
112	Rhydon	Sidon	212	170	187	–	–	051	–	Rhyhorn
113	Chansey	Lucky	222	231	097	–	–	–	–	Egg/Happiny
114	Tangela	Monjara	182	230	181	217	–	–	–	Egg
115	Kangaskhan	Garura	210	–	–	–	–	062	–	Egg
116	Horsea	Tattu	190	184	236	–	–	039	–	Egg
117	Seadra	Seadra	191	185	237	–	–	040	–	Horsea
118	Goldeen	Tosakinto	078	050	078	–	053	–	–	Egg
119	Seaking	Azumao	079	051	079	–	054	–	–	Goldeen
120	Staryu	Hitodeman	169	143	–	238	–	034	–	Egg
121	Starmie	Starmie	170	144	–	239	–	035	–	Staryu
122	Mr. Mime	Barrierd	158	233	095	–	–	114	–	Egg/Mime Jr.
123	Scyther	Strike	111	–	195	–	–	–	136	Egg
124	Jynx	Rougela	155	–	240	–	–	–	084	Smoochum
125	Electabuzz	Eleboo	157	210	198	057	–	–	–	Elekid
126	Magmar	Boober	153	–	201	054	–	–	–	Magby
127	Pinsir	Kailios	113	167	–	146	–	130	–	Egg
128	Tauros	Kentauros	150	–	–	–	–	125	–	Egg
129	Magikarp	Koiking	076	052	023	–	049	–	–	Egg
130	Gyarados	Gyarados	077	053	024	–	050	–	–	Magikarp
131	Lapras	Laplace	224	–	–	242	–	150	–	Egg
132	Ditto	Metamon	092	–	–	261	–	–	138	–
133	Eevee	Eievui	184	–	163	091	–	077	–	Egg
134	Vaporeon	Showers	185	–	164	092	–	078	–	Eevee
135	Jolteon	Thunders	186	–	165	093	–	079	–	Eevee
136	Flareon	Booster	187	–	166	094	–	080	–	Eevee
137	Porygon	Porygon/Polygon[2]	220	–	192	–	–	–	–	Egg
138	Omanyte	Omnite	225	–	–	–	–	–	–	Egg/Helix Fossil
139	Omastar	Omstar	226	–	–	–	–	–	–	Omanyte
140	Kabuto	Kabuto	227	–	–	–	–	–	–	Egg/Dome Fossil
141	Kabutops	Kabutops	228	–	–	–	–	–	–	Kabuto
142	Aerodactyl	Ptera	229	–	–	–	–	068	–	Egg/Old Amber
143	Snorlax	Kabigon	230	239	113	–	139	–	–	Egg/Munchlax
144	Articuno	Freezer	240	–	–	–	–	151	–	–
145	Zapdos	Thunder	241	–	–	–	–	152	–	–
146	Moltres	Fire	242	–	–	–	–	153	–	–
147	Dratini	Miniryu	246	–	–	–	–	–	145	Egg
148	Dragonair	Hakuryu	247	–	–	–	–	–	146	Dratini
149	Dragonite	Kairyu	248	–	–	–	–	–	147	Dragonair
150	Mewtwo	Mewtwo	254	–	–	–	–	–	151	–
151	Mew†	Mew	255	–	–	–	–	–	–	–
152	Chikorita	Chicorita[3]	001	–	–	–	–	–	–	Egg
153	Bayleef	Bayleaf[4]	002	–	–	–	–	–	–	Chikorita
154	Meganium	Meganium[5]	003	–	–	–	–	–	–	Bayleef
155	Cyndaquil	Hinoarashi[6]	004	–	–	–	–	–	–	Egg
156	Quilava	Magmarashi[7]	005	–	–	–	–	–	–	Cyndaquil
157	Typhlosion	Bakphoon[8]	006	–	–	–	–	–	–	Quilava
158	Totodile	Waninoko[9]	007	–	–	–	–	–	–	Egg
159	Croconaw	Alligates[7]	008	–	–	–	–	–	–	Totodile
160	Feraligatr	Ordile/Ordail[5][10]	009	–	–	–	–	–	–	Croconaw
161	Sentret	Otachi[11]	019	–	–	–	109	–	–	Egg
162	Furret	–	020	–	–	–	110	–	–	Sentret
163	Hoothoot	–	015	–	106	–	–	–	117	Egg
164	Noctowl	–	016	–	107	–	–	–	118	Hoothoot
165	Ledyba	–	030	–	–	–	074	–	–	Egg
166	Ledian	–	031	–	–	–	075	–	–	Ledyba
167	Spinarak	–	032	–	–	–	–	–	107	Egg
168	Ariados	–	033	–	–	–	–	–	108	Spinarak
169	Crobat	Crobat[12]	039	065	030	063	147	–	–	Golbat
170	Chinchou	–	176	181	–	–	–	147	–	Egg
171	Lanturn	–	177	182	–	–	–	148	–	Chinchou
172	Pichu	Pichu[1]	021	155	103	–	035	–	–	Egg
173	Cleffa	Py[12]	040	203	099	088	–	–	–	Egg
174	Igglybuff	Pupurin[13]	043	137	233	281	–	–	119	Egg
175	Togepi	Togepy[14]	046	–	173	–	–	–	–	Egg
176	Togetic	Togechick[15]	047	–	174	–	–	–	–	Togepi
177	Natu	–	161	162	–	–	–	–	–	Egg
178	Xatu	–	162	163	–	–	–	–	–	Natu
179	Mareep	–	053	–	–	025	–	127	–	Egg
180	Flaaffy	–	054	–	–	026	–	128	–	Mareep
181	Ampharos	–	055	–	–	027	–	129	–	Flaaffy
182	Bellossom	Kireihana[13]	086	091	–	–	108	–	–	Gloom
183	Marill	Maril[16]	132	055	125	031	042	–	–	Egg/Azurill
184	Azumarill	Marilli[12]	133	056	126	032	043	–	–	Marill
185	Sudowoodo	Usokkie[15]	107	234	093	–	–	–	130	Egg/Bonsly
186	Politoed	–	075	–	223	–	–	–	036	Poliwhirl
187	Hoppip	Hanecco[15]	067	–	–	–	135	–	–	Egg
188	Skiploom	–	068	–	–	–	136	–	–	Hoppip
189	Jumpluff	Watacco[10]	069	–	–	–	137	–	–	Skiploom
190	Aipom	Eipam[8]	123	243	063	–	–	–	–	Egg
191	Sunkern	–	103	–	–	020	–	–	–	Egg
192	Sunflora	–	104	–	–	021	–	–	–	Sunkern
193	Yanma	Yanyanma[10]	101	240	183	286	–	087	–	Egg
194	Wooper	Upah[13]	056	241	117	–	–	–	017	Egg
195	Quagsire	–	057	242	118	–	–	–	018	Wooper
196	Espeon	Eifie[17]	188	–	167	095	–	081	–	Eevee
197	Umbreon	Blacky[17]	189	–	168	096	–	082	–	Eevee
198	Murkrow	–	213	–	074	–	–	–	051	Egg
199	Slowking	Yadoking[15]	082	237	–	–	–	135	–	Slowpoke
200	Misdreavus	Muma[12]	219	–	072	–	–	–	–	Egg
201	Unown	Unknown[18]	061	–	114	–	–	–	–	–
202	Wobbuffet	Sonans[19]	108	161	–	–	–	119	–	Egg/Wynaut
203	Girafarig	–	149	164	121	–	–	–	–	Egg
204	Pineco	–	093	222	–	–	–	–	–	Egg
205	Forretress	–	094	223	–	–	–	–	–	Pineco
206	Dunsparce	–	052	244	–	035	040	–	–	Egg
207	Gligar	Gliger[17]	193	–	153	221	–	–	115	Egg
208	Steelix	Haganeil[5]	063	227	035	072	–	054	–	Onix
209	Snubbull	–	125	213	–	–	–	071	–	Egg
210	Granbull	–	126	214	–	–	–	072	–	Snubbull
211	Qwilfish	–	163	–	224	–	–	038	–	Egg
212	Scizor	Hassam[13]	112	–	196	–	–	–	137	Scyther
213	Shuckle	–	168	228	–	232	–	–	014	Egg
214	Heracross	Heracros[7]	114	168	062	145	–	131	–	Egg
215	Sneasel	–	218	238	144	252	–	–	091	Egg
216	Teddiursa	Himeguma[13]	198	–	–	–	–	–	132	Egg
217	Ursaring	Ringuma[7]	199	–	–	–	–	–	133	Teddiursa
218	Slugma	–	216	103	–	–	–	–	012	Egg
219	Magcargo	–	217	104	–	–	–	–	013	Slugma
220	Swinub	–	195	–	203	258	–	–	076	Egg
221	Piloswine	–	196	–	204	259	–	–	077	Swinub
222	Corsola	–	173	180	–	237	–	146	–	Egg
223	Remoraid	–	174	–	132	235	–	144	–	Egg
224	Octillery	–	175	–	133	236	–	145	–	Remoraid
225	Delibird	Delibird[20]	194	–	–	254	–	–	090	Egg
226	Mantine	Mantain[21]	202	225	141	234	–	140	–	Egg/Mantyke
227	Skarmory	Airmd[8]	203	115	–	203	–	–	112	Egg
228	Houndour	Delvil[15]	214	–	176	–	–	075	–	Egg
229	Houndoom	Hellgar[7]	215	–	177	–	–	076	–	Houndour
230	Kingdra	–	192	186	238	–	–	041	–	Seadra
231	Phanpy	Gomazou[13]	200	165	231	–	–	–	–	Egg
232	Donphan	Donfan[19]	201	166	232	–	–	–	–	Phanpy
233	Porygon2	Porygon 2/Polygon 2[22]	221	–	193	–	–	–	–	Porygon
234	Stantler	–	131	–	–	–	–	–	–	Egg
235	Smeargle	Doble[17]	159	229	–	–	124	–	–	Egg
236	Tyrogue	–	145	–	–	–	–	–	–	Egg
237	Hitmontop	Kapoerer[15]	148	–	–	–	–	–	–	Tyrogue
238	Smoochum	Muchul	154	–	239	–	–	–	083	Egg
239	Elekid	–	156	209	197	056	–	–	–	Egg
240	Magby	–	152	–	200	053	–	–	–	Egg
241	Miltank	Miltank[20]	151	–	–	–	–	126	–	Egg
242	Blissey	Happinas[5]	223	232	098	–	–	–	–	Chansey
243	Raikou	Raikou[15]	243	–	–	–	–	–	–	–
244	Entei	Entei[18]	244	–	–	–	–	–	–	–
245	Suicune	Suicune/Suikun[13][15]	245	–	–	–	–	–	–	–
246	Larvitar	–	249	–	–	292	–	–	102	Egg
247	Pupitar	–	250	–	–	293	–	–	103	Larvitar
248	Tyranitar	Bangiras[5]	251	–	–	294	–	–	104	Pupitar
249	Lugia†	Lugia[5]	252	–	–	–	–	–	–	–
250	Ho-Oh†	Houou[5]	253	–	–	–	–	–	–	–
251	Celebi†	Celebi[23]	256	–	–	–	–	–	–	–
252	Treecko	Kimori[24]	–	001	–	–	–	–	–	Egg
253	Grovyle	Juptile[25]	–	002	–	–	–	–	–	Treecko
254	Sceptile	Jukain[21]	–	003	–	–	–	–	–	Grovyle
255	Torchic	Achamo[24]	–	004	–	–	–	–	–	Egg
256	Combusken	Wakasyamo[25]	–	005	–	–	–	–	–	Torchic
257	Blaziken	Bursyamo[21]	–	006	–	–	–	–	–	Combusken
258	Mudkip	Mizugorou[24]	–	007	–	–	–	–	–	Egg
259	Marshtomp	Numacraw[25]	–	008	–	–	–	–	–	Mudkip
260	Swampert	Laglarge[21]	–	009	–	–	–	–	–	Marshtomp
261	Poochyena	Pochiena[25]	–	010	–	–	–	–	044	Egg
262	Mightyena	Graena[13]	–	011	–	–	–	–	045	Poochyena
263	Zigzagoon	Jiguzaguma[25]	–	012	–	–	012	–	–	Egg
264	Linoone	–	–	013	–	–	013	–	–	Zigzagoon
265	Wurmple	Kemusso[26]	–	014	048	–	–	–	–	Egg
266	Silcoon	–	–	015	049	–	–	–	–	Wurmple(50%)
267	Beautifly	Agehunt[21]	–	016	050	–	–	–	–	Silcoon
268	Cascoon	–	–	017	051	–	–	–	–	Wurmple(50%)
269	Dustox	–	–	018	052	–	–	–	–	Cascoon
270	Lotad	Hassboh[27]	–	019	–	–	–	–	055	Egg
271	Lombre	Hasubrero[28]	–	020	–	–	–	–	056	Lotad
272	Ludicolo	Runpappa[17]	–	021	–	–	–	–	057	Lombre
273	Seedot	–	–	022	–	–	–	–	–	Egg
274	Nuzleaf	–	–	023	–	–	–	–	–	Seedot
275	Shiftry	Dirteng[24]	–	024	–	–	–	–	–	Nuzleaf
276	Taillow	Subame[19]	–	025	–	–	–	019	–	Egg
277	Swellow	Ohsubame[21]	–	026	–	–	–	020	–	Taillow
278	Wingull	–	–	027	119	212	–	017	–	Egg
279	Pelipper	Pelipper[21]	–	028	120	213	–	018	–	Wingull
280	Ralts	–	–	029	157	–	064	–	–	Egg
281	Kirlia	Kirlia[21]	–	030	158	–	065	–	–	Ralts
282	Gardevoir	–	–	031	159	–	066	–	–	Kirlia
283	Surskit	–	–	032	–	–	047	–	–	Egg
284	Masquerain	–	–	033	–	–	048	–	–	Surskit
285	Shroomish	Kinococo[29]	–	034	211	–	–	–	–	Egg
286	Breloom	Kinogassa[17]	–	035	212	–	–	–	–	Shroomish
287	Slakoth	Namakero[8]	–	036	213	276	–	–	–	Egg
288	Vigoroth	Yarukimono[21]	–	037	214	277	–	–	–	Slakoth
289	Slaking	Kekking[17]	–	038	215	278	–	–	–	Vigoroth
290	Nincada	–	–	042	–	–	111	–	–	Egg
291	Ninjask	–	–	043	–	–	112	–	–	Nincada
292	Shedinja	–	–	044	–	–	113	–	–	Nincada
293	Whismur	Gonyonyo[30]	–	045	–	–	140	–	–	Egg
294	Loudred	–	–	046	–	–	141	–	–	Whismur
295	Exploud	Bakuong[1]	–	047	–	–	142	–	–	Loudred
296	Makuhita	Makunoshita[19]	–	048	–	–	–	095	–	Egg
297	Hariyama	–	–	049	–	–	–	096	–	Makuhita
298	Azurill	Ruriri[8]	–	054	124	030	041	–	–	Egg
299	Nosepass	–	–	060	155	164	–	093	–	Egg
300	Skitty	Eneco[25]	–	061	–	078	078	–	–	Egg
301	Delcatty	Enekororo[21]	–	062	–	079	079	–	–	Skitty
302	Sableye	–	–	068	225	–	–	123	–	Egg
303	Mawile	Kucheat[21]	–	069	–	–	–	063	–	Egg
304	Aron	Cokodora[21]	–	070	228	166	–	–	099	Egg
305	Lairon	–	–	071	229	167	–	–	100	Aron
306	Aggron	–	–	072	230	168	–	–	101	Lairon
307	Meditite	Asanan[12]	–	076	086	–	143	–	–	Egg
308	Medicham	Charem[19]	–	077	087	–	144	–	–	Meditite
309	Electrike	–	–	078	–	–	–	073	–	Egg
310	Manectric	–	–	079	–	–	–	074	–	Electrike
311	Plusle	Plusle/Prasle[19][31]	–	080	–	–	096	–	–	Egg
312	Minun	Minun[19]	–	081	–	–	097	–	–	Egg
313	Volbeat	–	–	086	–	–	133	–	–	Egg
314	Illumise	Illumise[32]	–	087	–	–	134	–	–	Egg
315	Roselia	–	–	094	026	134	072	–	–	Egg/Budew
316	Gulpin	Gokulin[21]	–	095	–	–	098	–	–	Egg
317	Swalot	–	–	096	–	–	099	–	–	Gulpin
318	Carvanha	–	–	097	–	–	055	–	–	Egg
319	Sharpedo	Samehader[8]	–	098	–	–	056	–	–	Carvanha
320	Wailmer	Hoeruko[25]	–	099	–	240	–	027	–	Egg
321	Wailord	Whaloh[33]	–	100	–	241	–	028	–	Wailmer
322	Numel	–	–	101	–	204	–	–	–	Egg
323	Camerupt	–	–	102	–	205	–	–	–	Numel
324	Torkoal	–	–	105	–	–	–	–	096	Egg
325	Spoink	Baneboo[13]	–	110	–	206	–	007	–	Egg
326	Grumpig	–	–	111	–	207	–	008	–	Spoink
327	Spinda	Patcheel[13]	–	114	–	–	–	–	131	Egg
328	Trapinch	–	–	116	–	121	–	–	003	Egg
329	Vibrava	–	–	117	–	122	–	–	004	Trapinch
330	Flygon	Flygon[19]	–	118	–	123	–	–	005	Vibrava
331	Cacnea	Sabonea[25]	–	119	–	–	–	–	–	Egg
332	Cacturne	Noctus[24]	–	120	–	–	–	–	–	Cacnea
333	Swablu	–	–	121	171	246	–	–	139	Egg
334	Altaria	Tyltalis[19]	–	122	172	247	–	–	140	Swablu
335	Zangoose	Zangoose[20]	–	123	217	186	–	005	–	Egg
336	Seviper	Habunake[25]	–	124	–	187	–	006	–	Egg
337	Lunatone	–	–	125	–	214	–	012	–	Egg
338	Solrock	–	–	126	–	215	–	013	–	Egg
339	Barboach	–	–	127	080	–	–	–	040	Egg
340	Whiscash	Namazun[24]	–	128	081	–	–	–	041	Barboach
341	Corphish	Heigani[25]	–	129	–	279	051	–	–	Egg
342	Crawdaunt	Shizariger[21]	–	130	–	280	052	–	–	Corphish
343	Baltoy	–	–	131	–	169	–	–	–	Egg
344	Claydol	–	–	132	–	170	–	–	–	Baltoy
345	Lileep	–	–	133	–	–	–	–	–	Egg/Root Fossil
346	Cradily	–	–	134	–	–	–	–	–	Lileep
347	Anorith	–	–	135	–	–	–	–	–	Egg/Claw Fossil
348	Armaldo	–	–	136	–	–	–	–	–	Anorith
349	Feebas	–	–	140	138	–	–	–	–	Egg
350	Milotic	–	–	141	139	–	–	–	–	Feebas
351	Castform	–	–	142	–	163	–	–	–	Egg
352	Kecleon	–	–	145	216	–	116	–	–	Egg
353	Shuppet	–	–	146	–	210	–	–	122	Egg
354	Banette	–	–	147	–	211	–	–	123	Shuppet
355	Duskull	–	–	148	189	–	–	–	–	Egg
356	Dusclops	–	–	149	190	–	–	–	–	Duskull
357	Tropius	Tropius[20]	–	150	185	288	–	–	–	Egg
358	Chimecho	Chirean[13]	–	151	083	–	–	112	–	Egg/Chingling
359	Absol	Absol[25]	–	152	209	216	–	009	–	Egg
360	Wynaut	Sohnano[13]	–	160	–	–	–	118	–	Egg
361	Snorunt	–	–	171	206	–	–	–	–	Egg
362	Glalie	–	–	172	207	–	–	–	–	Snorunt
363	Spheal	–	–	173	–	243	–	–	–	Egg
364	Sealeo	–	–	174	–	244	–	–	–	Spheal
365	Walrein	–	–	175	–	245	–	–	–	Sealeo
366	Clamperl	–	–	176	–	–	–	141	–	Egg
367	Huntail	–	–	177	–	–	–	142	–	Clamperl
368	Gorebyss	–	–	178	–	–	–	143	–	Clamperl
369	Relicanth	–	–	179	–	–	–	042	–	Egg
370	Luvdisc	–	–	183	–	–	–	029	–	Egg
371	Bagon	–	–	187	–	–	–	014	–	Egg
372	Shelgon	–	–	188	–	–	–	015	–	Bagon
373	Salamence	Bohmander[17]	–	189	–	–	–	016	–	Shelgon
374	Beldum	–	–	190	–	262	–	–	–	Egg
375	Metang	–	–	191	–	263	–	–	–	Beldum
376	Metagross	Metagross[34]	–	192	–	264	–	–	–	Metang
377	Regirock	Regirock[5]	–	193	–	–	–	–	–	–
378	Regice	Regice[20]	–	194	–	–	–	–	–	–
379	Registeel	Registeel[5]	–	195	–	–	–	–	–	–
380	Latias	Latias[25]	–	196	–	–	–	–	–	–
381	Latios	Latios[25]	–	197	–	–	–	–	–	–
382	Kyogre	Kaiorga/Kyogre[12][35]	–	198	–	–	–	–	–	–
383	Groudon	Groudon[19]	–	199	–	–	–	–	–	–
384	Rayquaza	Rayquaza[36]	–	200	–	–	–	–	–	–
385	Jirachi†	Jirachi[8]	–	201	–	–	–	–	–	–
386	Deoxys†	Deoxys[36]	–	202	–	–	–	–	–	–
387	Turtwig	Naetle[37]	–	–	001	–	–	–	–	Egg
388	Grotle	Hayashigame[33]	–	–	002	–	–	–	–	Turtwig
389	Torterra	Dodaitose[38]	–	–	003	–	–	–	–	Grotle
390	Chimchar	Hikozaru[20]	–	–	004	–	–	–	–	Egg
391	Monferno	Moukazaru[1]	–	–	005	–	–	–	–	Chimchar
392	Infernape	Goukazaru[39]	–	–	006	–	–	–	–	Monferno
393	Piplup	Pochama[33]	–	–	007	–	–	–	–	Egg
394	Prinplup	Pottaishi[39]	–	–	008	–	–	–	–	Piplup
395	Empoleon	Emperte[33]	–	–	009	–	–	–	–	Prinplup
396	Starly	Mukkuru[33]	–	–	010	–	–	099	–	Egg
397	Staravia	Mukubird[39]	–	–	011	–	–	100	–	Starly
398	Staraptor	–	–	–	012	–	–	101	–	Staravia
399	Bidoof	–	–	–	013	–	038	–	–	Egg
400	Bibarel	–	–	–	014	–	039	–	–	Bidoof
401	Kricketot	–	–	–	015	–	–	–	–	Egg
402	Kricketune	–	–	–	016	–	–	–	–	Kricketot
403	Shinx	Kolink[20]	–	–	017	–	–	–	–	Egg
404	Luxio	Luxio[39]	–	–	018	–	–	–	–	Shinx
405	Luxray	Rentorar[22]	–	–	019	–	–	–	–	Luxio
406	Budew	Subomie[40]	–	–	025	133	071	–	–	Egg
407	Roserade	Roserade[39]	–	–	027	135	073	–	–	Roselia
408	Cranidos	Zugaidos[39]	–	–	036	–	–	–	–	Egg/Skull Fossil
409	Rampardos	Rampald[24]	–	–	037	–	–	–	–	Cranidos
410	Shieldon	–	–	–	038	–	–	–	–	Egg/Armor Fossil
411	Bastiodon	Torideps[24]	–	–	039	–	–	–	–	Shieldon
412	Burmy	–	–	–	045	–	044	–	–	Egg
413	Wormadam	–	–	–	046	–	045	–	–	Burmy(♀)
414	Mothim	–	–	–	047	–	046	–	–	Burmy(♂)
415	Combee	Mitsuhoney[39]	–	–	053	142	076	–	–	Egg
416	Vespiquen	Beequen[33]	–	–	054	143	077	–	–	Combee(♀)
417	Pachirisu	Pachirisu[41]	–	–	055	–	–	132	–	Egg
418	Buizel	Buoysel[8]	–	–	056	149	–	–	058	Egg
419	Floatzel	–	–	–	057	150	–	–	059	Buizel
420	Cherubi	Cherinbo[42]	–	–	058	–	–	–	–	Egg
421	Cherrim	Cherrim[1]	–	–	059	–	–	–	–	Cherubi
422	Shellos	Karanakushi[43]	–	–	060	–	–	–	–	Egg
423	Gastrodon	–	–	–	061	–	–	–	–	Shellos
424	Ambipom	Eteboth[33]	124	–	064	–	–	–	–	Aipom
425	Drifloon	Fuwante[44]	–	–	065	208	–	001	–	Egg
426	Drifblim	Fuwaride[24]	–	–	066	209	–	002	–	Drifloon
427	Buneary	Mimirol[39]	–	–	067	080	–	–	–	Egg
428	Lopunny	Mimilop[24]	–	–	068	081	–	–	–	Buneary
429	Mismagius	Mumargi[1]	–	–	073	–	–	–	–	Misdreavus
430	Honchkrow	Dongkarasu[20]	–	–	075	–	–	–	052	Murkrow
